id;fechaActualizacion;idioma;nombre;email;telefono;web;direccion;codigo_postal;localidad;pais;latitud;longitud;categorias;subcategorias;imagen;horario
87472;2018-10-15;es;Vagalume;;(+34) 914 428 707;https://www.esmadrid.com/restaurantes/vagalume;de Ponzano, 27;28003;;Spain;40.439202377203;-3.699420690537;Española;Gallega;https://estaticos.esmadrid.com/cdn/farfuture/qog0BpSaP33bNtZFbmgjcUKE6TFAnSZ_p2RRDTdx4Bc/mtime:1524832520/sites/default/files/recursosturisticos/restaurantes/vagalume_6.jpg;Lun – sáb: 12:00 – 24:00 hDomingos: 12:00 – 17:00 h
87462;2018-10-15;es;El Greco;;(+34) 647 80 45 89;https://www.esmadrid.com/restaurantes/greco;de Blasco de Garay, 20;28015;;Spain;40.431695675174;-3.711659610272;Tapas;;https://estaticos.esmadrid.com/cdn/farfuture/E5402G5ICJj4DO33eBTKecMxgrv17tPBSr_vyH7EUUg/mtime:1524832510/sites/default/files/recursosturisticos/restaurantes/el_greco_2.jpg;Lun – dom: 7:00 – 01:00 h
87460;2018-03-14;es;El Oso;web@restauranteeloso.com;(+34) 91 766 60 60;https://www.esmadrid.com/restaurantes/oso;de Burgos, 214;28050;;Spain;40.50604994437;-3.657277822495;Española;Asturiana;https://estaticos.esmadrid.com/cdn/farfuture/qGLRw-sKKQGRU0dKYu6jzFFHNgQSRxCQ8UocBnRJMX8/mtime:1524832509/sites/default/files/recursosturisticos/restaurantes/el_oso_2.jpg;Lun – sáb: 13:00 – 24:00 hDomingos: 13:00 – 17:00 hCerrado: domingos noche
87427;2023-08-07;es;La Catapa;reservaslacatapa@yahoo.com;(+34) 91 574 26 15;https://www.esmadrid.com/restaurantes/catapa;de Menorca, 14;28009;;Spain;40.419409987611;-3.677362203598;Tapas, Española;;https://estaticos.esmadrid.com/cdn/farfuture/p_xM0Qi7-EbYt4JHlGGTodjc_p9EeHzD3BZORjAgiJ4/mtime:1691396150/sites/default/files/recursosturisticos/restaurantes/la_catapa_2_0.jpg;Mar – sáb: 12:00 – 24:00 hLunes, domingos: cerrado
87425;2021-06-29;es;La Bien Aparecida;;(+34) 911 593 939;https://www.esmadrid.com/restaurantes/bien-aparecida;de Jorge Juan, 8;28001;;Spain;40.423850204613;-3.687086552382;Española;Cántabra, Tradicional renovada;https://estaticos.esmadrid.com/cdn/farfuture/GyXryLPWckcbTxeQfJSg0_0QA5Aa9D6lc8PPRkYOo28/mtime:1524832528/sites/default/files/recursosturisticos/restaurantes/la_bien_aparecida_6.jpg;Lun - dom: 13:00 .- 01:00 hHorario de comedor: Lun – dom: 13:00 – 16:00 h/ 20:00 – 24:00 h
87409;2020-06-24;es;"99 Sushi Bar (Padre Dami&aacute;n)";;(+34) 913 593 801;https://www.esmadrid.com/restaurantes/99-sushi-bar-padre-damian;Padre Damián, 23;28036;;Spain;40.458548124301;-3.685800433159;Internacional;Fusión, Japonesa;https://estaticos.esmadrid.com/cdn/farfuture/6q7_Km67HTMs7Z7YsQ8ORl2lXV6k21R9Y0Bo9KCZqwo/mtime:1524832528/sites/default/files/recursosturisticos/restaurantes/99_sushi_bar_eurobuilding_4.jpg;Lun – vie: 13:00 – 16:00 h/ 18.00 – 21:00 hSábados: 13:00 – 16:00 h/ 17.00 – 23:00 hDomingos: 13:00 – 16:00 hDomingos: 13:30 – 16:00 h
87407;2018-12-14;es;Ruta 77 Palacio de Hielo;ruta77madrid@gmail.com;(+34) 91 716 04 00;https://www.esmadrid.com/restaurantes/ruta-77-palacio-hielo;Silvano, 77;28043;;Spain;40.46292453623;-3.635872453451;Multiespacio;;https://estaticos.esmadrid.com/cdn/farfuture/T5Ns5Kkg7qXubfbRlhPUipiefGXmUCidjwO8Kye19m8/mtime:1524832507/sites/default/files/recursosturisticos/restaurantes/ruta_77_9.jpg;Lun - jue, dom: 12:00 - 01:00 hVier - sáb y víspera festivos: 12:00 - 02:00 hHorarios puesto de vinos Taninos:Dom – jue: 12:00 – 24:00 hVier – sáb: 12:00 – 02:00 hVísperas festivos: 12:00 – 3:00 h
87395;2022-04-19;es;Volvoreta;restaurante@eurostarsmadridtower.com;(+34) 91 334 27 55;https://www.esmadrid.com/restaurantes/volvoreta;de la Castellana, 259 - B ;28046;;Spain;40.476741677704;-3.687930107117;De autor, Española;Mediterránea, Tradicional renovada;https://estaticos.esmadrid.com/cdn/farfuture/59rm4Gs6H-BYKcjo1d5RUp8Gje4qQrCl9Eu8spcRa0Y/mtime:1648811159/sites/default/files/recursosturisticos/restaurantes/volvoreta.jpg;Mar - Sáb: 13:00 -15:30 h / 20:30 - 23:00 h
87387;2022-06-23;es;Bump Green; hello@bumpgreen.com;(+34) 91 088 78 24;https://www.esmadrid.com/restaurantes/bump-green;de Velázquez, 11;28001;;Spain;40.42215440098;-3.68457198143;Internacional, Vegetariano;;https://estaticos.esmadrid.com/cdn/farfuture/8roHC9F_E6xb-F_PTFa_YPXMAoy_IZ-2UbLvTOqMHng/mtime:1524832512/sites/default/files/recursosturisticos/restaurantes/bumpgreen_5.jpg;Lun – vier: 9:00 – 24:00 hSáb - dom: 10:00 - 24:00 hHorario continuo de cocina: miércoles a domingo.
87380;2023-09-14;es;Ninja Ramen;inforamen@restauranteninja.es;(+34) 914 939 993 ;https://www.esmadrid.com/restaurantes/ninja-ramen;de Barceló, 1;28004;;Spain;40.4264636;-3.7010881;Española, Internacional;Tradicional, Japonesa;https://estaticos.esmadrid.com/cdn/farfuture/QUf00bYKLV2BdVqkSXfGLD46WgwMzecVsDJPJdHi6iQ/mtime:1524832524/sites/default/files/recursosturisticos/restaurantes/ninja_ramen_2.jpg;Lun – dom: 12:30 – 16:30 h/ 20:00 – 24:00 h
87337;2018-10-16;es;"La Casta&ntilde;al";;(+34) 91 311 52 02;https://www.esmadrid.com/restaurantes/castanal;Berruguete, 78;28039;;Spain;40.459953219311;-3.705175369978;Española;Gallega, Marisquería;https://estaticos.esmadrid.com/cdn/farfuture/eODkqaDYIlxiRgrcIBn_vtcT_PmLw6zY3GUyrCgFkFo/mtime:1524832514/sites/default/files/recursosturisticos/restaurantes/la_castanal.jpg;Mar – dom: 14:00 -16:00 h/ 21:00 – 24:00 h
87312;2018-02-27;es;La Boiga Taberna;info@laboiga.com;(+34) 914 011 309;https://www.esmadrid.com/restaurantes/boiga-taberna;de Conde de Peñalver, 52;28006;;Spain;40.430454344814;-3.675063550472;Internacional;;https://estaticos.esmadrid.com/cdn/farfuture/zHcOURh9UIeKv29bauB4g89IKfP1mk1MvFj8OYdmdvU/mtime:1524832517/sites/default/files/recursosturisticos/restaurantes/la_boiga.jpg;Lun – dom: 11:00 – 24:00 h
87308;2018-10-16;es;"Taberna Aver&iacute;as"; averias@grupotaberias.com;(+34) 91 603 34 50  ;https://www.esmadrid.com/restaurantes/taberna-averias;de Ponzano, 16;28010;;Spain;40.4378703;-3.6991939;Tapas;Gastrobares;https://estaticos.esmadrid.com/cdn/farfuture/j-MRUDARlsHEzxHXJP3Zsm9ti2fr-AWFTc-5rWyU7Lo/mtime:1524832523/sites/default/files/recursosturisticos/restaurantes/taberna_averias.jpg;Lun – miér: 19:00 – 24:30 hJueves: 12:00 – 16:00 h/ 19:00 – 24:30 hVier – dom y fest: 12:00 – 01:00 h
87305;2018-02-27;es;Casa Baranda;;(+34) 915 21 49 79;https://www.esmadrid.com/restaurantes/casa-baranda;de Colón, 11;28004;;Spain;40.4237782;-3.7016638;Tapas;Tapas;https://estaticos.esmadrid.com/cdn/farfuture/XsIPYYlh3NJWxdpdIJzGUtNu_VLRZFoVJKvrv4IGR38/mtime:1524832528/sites/default/files/recursosturisticos/restaurantes/casa_baranda.jpg;Dom – jue: 11:00 – 02:00 hVier – sáb: 11:00 – 02:30 h
87260;2023-11-06;es;Hortensio;info@hortensio.es;(+34) 910 023 554;https://www.esmadrid.com/restaurantes/hortensio;Hermosilla 2 - Gran Meliá Hotel;28010;;Spain;40.430705471062;-3.691604733467;Española, Internacional;Española, Fusión, Francesa;https://estaticos.esmadrid.com/cdn/farfuture/gEovar4laLyLZxjeA0xBrLf10QCVjr7H2HTc4m1Px2E/mtime:1613644537/sites/default/files/recursosturisticos/restaurantes/hortensio_sala01.jpg;Lun – sáb: 13:30 – 16:00 h/ 20:30 – 23:00 hDomingos y festivos: cerrado
87164;2018-10-17;es;"Carl&rsquo;s JR.";;(+34) 91 896 63 78;https://www.esmadrid.com/restaurantes/carls-jr;Gran Vía, 45;28013;;Spain;40.4209484;-3.7073803;Internacional;Norteamericana;https://estaticos.esmadrid.com/cdn/farfuture/cXsysBToarfkreGAYaR6TDHGRfB_mMmL7SNE60UJ0gk/mtime:1524832519/sites/default/files/recursosturisticos/restaurantes/carls_jr_gran_via_2.jpg;Dom – jue: 11:00 – 24:00 hVie – sáb: 11:00 – 01:00 h
87148;2022-06-27;es;Alzahra;reservas@restaurantealzahra.es ;(+34) 91 404 31 50 ;https://www.esmadrid.com/restaurantes/alzahra;Salvador de Madariaga, 7;28027;;Spain;40.438610364244;-3.657664060593;Internacional;Árabe;https://estaticos.esmadrid.com/cdn/farfuture/UYga8bgHyfuf9G-DlIyLm21e6jK88c9Qf9X_RXq-PNM/mtime:1524832516/sites/default/files/recursosturisticos/restaurantes/alzahra.jpg;Lun - Sáb: 13:00 - 18:00 h/ 20:00 - 23:00 hDomingos: 13:00 - 17:00 h
87119;2022-06-23;es;"Pizzi &amp; Dixie";contacto@pizzidixie.com;(+34) 912 659 887;https://www.esmadrid.com/restaurantes/pizzi-dixie;de San Vicente Ferrer, 16;28004;;Spain;40.4258359;-3.7028093;Vegetariano, Internacional;Italiana;https://estaticos.esmadrid.com/cdn/farfuture/uCWUCNuUyw4OpoSeNxOG29xdgWO_jklFEflZRp-mmy8/mtime:1524832528/sites/default/files/recursosturisticos/restaurantes/pizzi_4.jpg;Horario de cocina:Lun - vier: 13:30 - 16:00 h/ 20:30 - 23:30 hSábados: 13:30 - 16:00 h/ 20:30 - 24:00 hDomingo: 13:30 - 16:00 h
87110;2018-10-17;es;Montmartre 1889;gmpalacio@melia.com;(+34) 91 541 67 00;https://www.esmadrid.com/restaurantes/montmartre-1889;de Santo Domingo, 5;28013;;Spain;40.41968565919;-3.709653317928;Española, Internacional;Fusión, Francesa;https://estaticos.esmadrid.com/cdn/farfuture/BKQaQe--hv6q3vpn9cz_nGqOzCVNMw3RFydotCNG6no/mtime:1524832519/sites/default/files/recursosturisticos/restaurantes/montmartre_1889.jpg;Lun – dom: 13:00 - 16:00h / 20:00 - 23:00h
87102;2018-10-17;es;"Kuoco 360&ordm; food";hola@kuoco.es;(+34) 911 99 53 77;https://www.esmadrid.com/restaurantes/kuoco-360o-food;de  San Bartolomé, 14;28004;;Spain;40.4219544;-3.6983886;Internacional, De autor;Fusión;https://estaticos.esmadrid.com/cdn/farfuture/RX7CIX9-syz1j0h_jiKofj6G-oi43kEGTTuOVIN_SiQ/mtime:1524832525/sites/default/files/recursosturisticos/restaurantes/kuoco_2.jpg;Mar – dom: 13:30 – 16:00 h/ 20:30 – 23:30 h
86979;2024-12-02;es;"Corral de la Morer&iacute;a Restaurante Gastron&oacute;mico";info@corraldelamoreria.com;(+34) 91 365 84 46 ;https://www.esmadrid.com/restaurantes/corral-moreria-restaurante-gastronomico;de la Morería, 17;28005;;Spain;40.412687335473;-3.714172840118;De autor;;https://estaticos.esmadrid.com/cdn/farfuture/JnLWD2HwmI0YYfRovL8fHBOQo63c7A0GrZA2PA6nUVo/mtime:1639558688/sites/default/files/recursosturisticos/restaurantes/davidgarcia_corralmoreria.jpg;Mar – dom: desde 20:00 / 20:30 / 21:00 / 21:30 h
86922;2022-07-28;es;Candeli;info@restaurantecandeli.com;(+34) 91 737 70 86;https://www.esmadrid.com/restaurantes/candeli;de Ponzano, 47;28003;;Spain;40.440604814686;-3.699431419373;Española;Mediterránea;https://estaticos.esmadrid.com/cdn/farfuture/paSolUAWjtUog7L6lXKrSNBHchBWWZjUjJtKHFcwqkQ/mtime:1524832510/sites/default/files/recursosturisticos/restaurantes/candeli_4.jpg;Lun – sáb: 13:00 – 16:00 h/ 20:00 – 24:30 hDomingo: 13:00 – 16:30 h
86920;2024-07-30;es;El cielo de Urrechu;reservas@cielodeurrechu.com;(+34) 917 093 285;https://www.esmadrid.com/restaurantes/cielo-urrechu;de Europa, 26, Local  217;28224;;Spain;40.441419317348;-3.784189224243;De autor, Española;Mediterránea, Vasca, Tradicional renovada;https://estaticos.esmadrid.com/cdn/farfuture/UrbgBuKk_UA0udb-IoO69-0jOry9IWuVQ6i36ezlgdw/mtime:1524832508/sites/default/files/recursosturisticos/restaurantes/el_cielo_de_urrechu_3.jpg;Lun - Dom: 13:30 - 01:00 h
86909;2018-10-18;es;Ottica Restaurante;info@otticarestaurante.com;(+34) 91 416 25 85;https://www.esmadrid.com/restaurantes/ottica-restaurante;del Padre Claret, 1;28002;;Spain;40.4441902;-3.6655044;Española, Internacional;Mediterránea, Fusión, Mexicana, Asiática;https://estaticos.esmadrid.com/cdn/farfuture/OU0MlGv9TmhaG00DokT-B55PNmH5t7luGB5fEpXDbk8/mtime:1524832517/sites/default/files/recursosturisticos/restaurantes/ottica_6.jpg;Lunes: 8:00 – 16:30 hMar – vier: 8:00 – 2:00 hSábados: 12:00 – 2:00 hDomingos: 12:00 – 16:30 h
86907;2018-10-18;es;El Cucurucho del Mar;;(+34) 915 220 895;https://www.esmadrid.com/restaurantes/cucurucho-mar;Póstigo de San Martín, 6;28013;;Spain;40.419241010584;-3.706049099565;Española;Gallega, Marisquería;https://estaticos.esmadrid.com/cdn/farfuture/AGRL5ca-7R0Cu34zmlTi8vr_3GTyU3UU6OeCM7miBA4/mtime:1524832511/sites/default/files/recursosturisticos/restaurantes/el_cucurucho_del_mar_2.jpg;Lunes: 13:00 – 16:00 hMar – vier: 13:00 – 24:00 hSábado: 13:00 – 24:30 hDomingo: 13:00 – 24:00 h
86885;2022-09-02;es;Morgana;; (+34) 682820297;https://www.esmadrid.com/restaurantes/morgana;de Augusto Figueroa, 33;28004;;Spain;40.4222857;-3.6978954;Española, Internacional;Gallega, Fusión;https://estaticos.esmadrid.com/cdn/farfuture/P5TfiJ0k-AzdOYSewnAXXNTBbJPkFCOg3r0HO2WGQsM/mtime:1524832516/sites/default/files/recursosturisticos/restaurantes/morgana_2.jpg;Mar – sáb: 14:00 – 15:30 h / 20:30 – 23:30 hDomingo: 14:00 – 15:30 hDomingo tarde y lunes: cerrado
86833;2022-06-28;es;Gula Gula;reservas@gulagula.net;(+34) 910 133 747 ;https://www.esmadrid.com/restaurantes/gula-gula;de Preciados 46, esquina con la Plaza de Santo Domingo (Madrid);28013;;Spain;40.4199683;-3.7075047;Española;Mediterránea;https://estaticos.esmadrid.com/cdn/farfuture/4vf8UojS6ogbgXxXvuytyGP_kvtND_sCWSmew6MVdeo/mtime:1618917555/sites/default/files/recursosturisticos/restaurantes/img-20210406-wa0059.jpg;Viernes: 22:30 - 01:30 hSábado: 22:30 - 02:00 h
86806;2024-12-04;es;Clos Madrid;reservas@restauranteclosmadrid.es;(+34) 91 064 88 05;https://www.esmadrid.com/restaurantes/clos-madrid;de Raimundo Fernández Villaverde, 28;28003;;Spain;40.4459964;-3.6995441;De autor, Española;Mediterránea;https://estaticos.esmadrid.com/cdn/farfuture/RzALKVDtshB-Is-THdFPr2tD0_GuXWQvcTMCEo11QnY/mtime:1639566935/sites/default/files/recursosturisticos/restaurantes/marcos_granda_clos_madrid.jpg;Horario de reservas:Lun – Sáb: 13:30 – 15:30 h/ 20:30 – 22:00 h
86785;2018-10-18;es;"Cr&ecirc;perie La Rue";creperielarue@gmail.com;(+34) 91 189 70 87;https://www.esmadrid.com/restaurantes/creperie-rue;de Colón, 14;28004;;Spain;40.423861434958;-3.701472580433;Internacional;Francesa;https://estaticos.esmadrid.com/cdn/farfuture/_Lx2JoOESDOMevfXGN5Ex9_6zIaF6iFJQRG3ZEjks_8/mtime:1524832528/sites/default/files/recursosturisticos/restaurantes/creperie_la_rue_3.jpg;Dom – jue: 10:00 – 01:00 hVier – sáb: 10:00 – 02:00 h
86767;2024-08-02;es;Bangalore Modern Indian Cuisine;bangalore@khazuria.com;(+34) 910 571 773;https://www.esmadrid.com/restaurantes/bangalore-modern-indian-cuisine;de Diego de León, 63;28006;;Spain;40.434676407792;-3.675715327263;Internacional;Hindú;https://estaticos.esmadrid.com/cdn/farfuture/hJItrU1bqPmp1yxP3GC4n7SHGWsKCfrK8OnfU2uGX-Y/mtime:1524832516/sites/default/files/recursosturisticos/restaurantes/bangalore_3.jpg;Lun – dom: 13:00 – 16:30 h/ 20:00 – 24:00 h
86741;2018-10-22;es;Derzu Bar;info@derzubar.com;(+34) 91 233 71 48;https://www.esmadrid.com/restaurantes/derzu-bar;Bahía de Palma, 4B;28042;;Spain;40.462268449741;-3.591405451298;Internacional;Fusión, China, Asiática;https://estaticos.esmadrid.com/cdn/farfuture/LCgRNRvIyoxvEvl1998krWIrwtFBPL_vS5s6aW0KKzg/mtime:1524832510/sites/default/files/recursosturisticos/restaurantes/derzu_6.jpg;Lun – dom: 13:00 – 17:00 h/ 20:30 – 24:00 h
86687;2018-10-22;es;Haches;contacto@restaurantehaches.com;(+34) 910 51 01 82;https://www.esmadrid.com/restaurantes/haches;de José Ortega y Gasset, 79;28006;;Spain;40.4299029;-3.6724977;Española, Tapas;Marisquería, Tradicional renovada, Tapas;https://estaticos.esmadrid.com/cdn/farfuture/-zPaR4TTZV6j963X0mdw7zYh5gbVqO-JveCDtpm8vos/mtime:1524832515/sites/default/files/recursosturisticos/restaurantes/haches_0.jpg;Lun – jue: 8:00 – 01:00hViernes: 8:00 – 01:30hSábado: 9:00 – 01:30hDomingo: 9:00 – 01:00h
86686;2024-07-29;es;Taramara;taramara@taramara.es;(+34) 910 581 121;https://www.esmadrid.com/restaurantes/taramara;de los Arces, 11;28042;;Spain;40.4542774;-3.6219781;Española, Internacional;Tradicional renovada, Latinoamericana, Asiática;https://estaticos.esmadrid.com/cdn/farfuture/ZgzEHCkjwvhYqEy52Qoem6edqDbCSlrYt_Kb8zbXjoA/mtime:1524832506/sites/default/files/recursosturisticos/restaurantes/taramara.jpg;Horario Bar:Mar - jue: 13:00 – 24:00 hVier-sáb y vísperas festivos: 13:00 – 01:00 hDomingo y fest: 13:00 – 16:30 hHorario Restaurante:Mar – jue: 13:00 – 16:00 h/ 20:00 – 23:30 hViernes: 13:00 – 16:00 h/ 20:00 – 24:00hSábados y festivos: 13:30 – 16:30 h/20:00 – 24:00 hCerrado: lunes, domingos y festivos noche
86646;2018-10-22;es;Casa Maravillas;jorgejuan54@casamaravillas.es;(+34) 91 577 74 77;https://www.esmadrid.com/restaurantes/casa-maravillas;de Jorge Juan, 54;28001;;Spain;40.423467350816;-3.680084645748;Española;Madrileña, Tradicional;https://estaticos.esmadrid.com/cdn/farfuture/QENxu3F7mx3_s2wSE_O3oNUotMh_kyWedELFN4ZOuV0/mtime:1524832526/sites/default/files/recursosturisticos/restaurantes/casa_maravillas_8.jpg;Lun – jue: 8:00 – 24:00 hViernes y vísperas festivo: 8:00 – 01:00 hSábados: 10:00 – 01:00 hDomingos y festivos: 10:00 – 24:00 h
86645;2023-07-06;es;Gustos Madrid Plaza Mayor;reservas@gustosmadrid.es;(+34) 91 366 40 30;https://www.esmadrid.com/restaurantes/gustos-madrid-plaza-mayor;Mayor, 8;28005;;Spain;40.414987346351;-3.708005100489;Española;Arrocería;https://estaticos.esmadrid.com/cdn/farfuture/8KF-4YIdQassp5gg8vFFB7052S2v8DU8sWuKzeRZkKI/mtime:1524832523/sites/default/files/recursosturisticos/restaurantes/gustos_madrid_plaza_mayor_2.jpg;Lun – dom: 12:00 – 23:00h
86595;2018-10-22;es;"Tapas Gratis El Biombo (Hogar Extreme&ntilde;o)";;(+34) 91 559 79 53;https://www.esmadrid.com/restaurantes/tapas-gratis-biombo-hogar-extremeno;Gran Vía, 59, 4;28013;;Spain;40.4220501;-3.7090537;Española, Tapas;Tapas;https://estaticos.esmadrid.com/cdn/farfuture/mZXSAwu1sJ0W5Y1BMfoQv5y3hPVE08SbyYOn_SI6dYM/mtime:1524832524/sites/default/files/recursosturisticos/restaurantes/tapas_gratis_el_biombo_2.jpg;Mar – vier: 12:00 – 20:00 hSáb y dom: 12:00 – 23:00 hLunes: cerrado
86581;2021-01-20;es;Restaurante Xiongzai;;(+34) 91 466 98 08;https://www.esmadrid.com/restaurantes/restaurante-xiongzai;San Leonardo, 3;28015;;Spain;40.4248425;-3.7107101;Internacional;China;https://estaticos.esmadrid.com/cdn/farfuture/eyzsBY2huy43yc3tEYKD7oNOGljQvift3NI8NZIHSKo/mtime:1524832517/sites/default/files/recursosturisticos/restaurantes/restaurante_xiongzai.jpg;Mar – dom: 12:30 – 24:00 h
86579;2018-10-22;es;"Cafeter&iacute;a Lily";;(+34) 691 59 37 01;https://www.esmadrid.com/restaurantes/cafeteria-lily;de los Mostenses, 1;28015;;Spain;40.423428554843;-3.709098100662;Internacional;China, Peruana;https://estaticos.esmadrid.com/cdn/farfuture/67vCgZ8X0LCY08u8cp7FQAjMbO7dibdMpgVbsBwnU24/mtime:1524832520/sites/default/files/recursosturisticos/restaurantes/cafeteria_lily_1.jpg;Lun – vier: 9:00 – 19:30 hSábados: 9:00 – 16:30 h
86461;2024-09-10;es;Zielou;reservas@zielou.com;(+34 )91 299 90 78;https://www.esmadrid.com/restaurantes/zielou;Agustín de Foxa, s/n;28036;;Spain;40.472137163921;-3.682244738484;De autor;;https://estaticos.esmadrid.com/cdn/farfuture/kw5pzmK3qBYV5jDwE4ZldaUHCf3_qw7pSvcaCd39cT4/mtime:1524832513/sites/default/files/recursosturisticos/restaurantes/zielou_3.jpg;Restaurante:Lun - Miér: 13:00 - 17:00 hJue y Dom: 13:00 - 01:00 hViernes: 13:00 - 02:00 hSábado: 13:00 - 02:30 hHorario Terraza Chill Out:Lun - Miér: 13:00 - 17:00 hJue y Dom: 13:00 - 01:00 hVier y Sáb: 13:00 - 02:00 h
86459;2024-08-19;es;Pink Monkey;info@restaurantepinkmonkey.com;(+34) 913 10 52 72 ;https://www.esmadrid.com/restaurantes/pink-monkey;del Monte Esquinza, 15;28010;;Spain;40.4271431;-3.6923368;Española, Internacional;Mediterránea, Fusión, Mexicana, Peruana, Asiática;https://estaticos.esmadrid.com/cdn/farfuture/wRPV5QVekpvJJgzANGEpAMz6ZMwfq76paKXdE8gXb1o/mtime:1524832522/sites/default/files/recursosturisticos/restaurantes/pink_monkey_2.jpg;Mar – vier: 13:30 – 16:00 h / 21:00 - 23:15 hSábado: 14:00 – 16:00 h / 21:00 - 23:30 hDomingo: 14:00 - 16:00 h
86397;2022-06-30;es;Borax;boraxrestaurante@yahoo.es;(+34) 915 22 28 72;https://www.esmadrid.com/restaurantes/borax;de Pelayo, 28;28004;;Spain;40.422905827973;-3.698307573795;Internacional;Cubana;https://estaticos.esmadrid.com/cdn/farfuture/1BbhZVbTopMj1XDc2K7vlvOHuTXiXN326xnCcAZuksI/mtime:1524832527/sites/default/files/recursosturisticos/restaurantes/borax_3.jpg;Lunes: cerradoMar - sáb: 13:30 - 16:00 h/ 20:30 - 24:00 h (cierre de cocina a las 24:00 h. El local permanece abierto hasta las 2 de la madrugada para tomar una copa)Domingo: 13:30 - 16:00 h
86374;2022-06-30;es;Havana Blues;felitohernando@yahoo.es;(+34) 915 39 45 89;https://www.esmadrid.com/restaurantes/havana-blues;de Santa María de la Cabeza, 56;28045;;Spain;40.402185421294;-3.698524832726;Internacional;Cubana;https://estaticos.esmadrid.com/cdn/farfuture/97ZFUKn1o7S017jlgmAt5jzmLZuhxS0aBL_4IK3AJxc/mtime:1524832508/sites/default/files/recursosturisticos/restaurantes/havana_blues_2.jpg;Dom - Lun y Miér - Jue: 13:00 - 23:30 hVier - Sáb: 13:00 - 24:30 hMartes: cerrado
86373;2022-06-29;es;"Cuando sal&iacute; de Cuba";cuandosalidecuba@telefonica.net;(+34) 91 522 93 18;https://www.esmadrid.com/restaurantes/cuando-sali-cuba;de la Ternera, 4;28013;;Spain;40.419440107338;-3.707073703408;Internacional;Cubana;https://estaticos.esmadrid.com/cdn/farfuture/XKclGM48REfZ7_PpyxPae-pMwy6t44lQ9SItQUmEUN8/mtime:1524832516/sites/default/files/recursosturisticos/restaurantes/cuando_sali_de_cuba_2.jpg;Lun - Jue: 13:00 - 17:00 h/ 20:00 - 24:00 hVier - Dom: 13:00 - 02:00 h
86352;2018-10-25;es;La Taberna de Elia;info@latabernadeelia.es;(+34) 911 627 429;https://www.esmadrid.com/restaurantes/taberna-elia;de las Dos Castillas, 23;28224;;Spain;40.436446410455;-3.793716430664;Española;Asador / Parrilla, Tradicional;https://estaticos.esmadrid.com/cdn/farfuture/LQQIVjHnhNU9GzItYXJWcGDccKTmEnAvGdoYma1aako/mtime:1524832514/sites/default/files/recursosturisticos/restaurantes/la_taberna_de_elia.jpg;Lun – sáb: 12:00 – 00:00 hDomingos: 12:00 – 17:00 h
86336;2018-10-25;es;MAD13;direccion@mad13.com;(+34) 916 49 29 92;https://www.esmadrid.com/restaurantes/mad13;de la Habana, 13;28036;;Spain;40.449841390265;-3.688970804215;Internacional;Internacional;https://estaticos.esmadrid.com/cdn/farfuture/UzwWjIKrgeFZRY_gKxJIo9eVIHUkK2IkVo_WECxJjX0/mtime:1524832513/sites/default/files/recursosturisticos/restaurantes/mad13_7.jpg;Dom - mar: 12:00 - 01:00 hMiér - jue: 12:00 - 02:00 hVier  - Sáb: 12:00 - 02:30 h
86319;2024-12-09;es;Restaurante Gourmand;taller@atelierbelge.es;(+34) 91 545 84 48;https://www.esmadrid.com/restaurantes/restaurante-gourmand;de Bretón de los Herreros, 29;28003;;Spain;40.439582079322;-3.697033524513;Internacional, De autor;Francesa, Belga;https://estaticos.esmadrid.com/cdn/farfuture/PXHhUoLlKwaVMEzqJnz9F4b1KyOOlrfFIbpmpeeHvSo/mtime:1524832522/sites/default/files/recursosturisticos/restaurantes/gourmand_6.jpg;Mar – sáb: 12:30 – 15:30 h / 20:30 – 23:30 hDomingos: 12:30 – 15:30 hLunes: cerrado
86233;2023-08-03;es;Taberna La Elisa; info@eltriciclo.es;(+34) 91 421 64 09;https://www.esmadrid.com/restaurantes/taberna-elisa;de Santa María, 42;28014;;Spain;40.4126902;-3.6963214;Tabernas, Tapas, Española;Madrileña, Castellana, Tradicional renovada;https://estaticos.esmadrid.com/cdn/farfuture/owTVZpW3111PRAZu4uqH-D_NQe_Kv6h8JBz2eFsOGZc/mtime:1524832520/sites/default/files/recursosturisticos/restaurantes/taberna_elisa.jpg;Lun - Jue: 12:30 - 16:30 h / 20:00 - 24:00 hVier - Dom: 12:30 - 24:00 h
86121;2018-10-29;es;Taberna Artesana Verdejo;cmoragregas@yahoo.es  ;+34 91 011 22 48;https://www.esmadrid.com/restaurantes/taberna-artesana-verdejo;de Espartinas, 6;28001;;Spain;40.424294312287;-3.679266571999;Española;De temporada, Tradicional;https://estaticos.esmadrid.com/cdn/farfuture/xJ7SajULIMrkjOrx-xtk0xCo_nqqJS0Rv7-vh8X6H7c/mtime:1524832518/sites/default/files/recursosturisticos/restaurantes/taberna_artesana_verdejo.jpg;Lunes, miér-sáb: 13:00 – 16:00h/ 20:30 – 00:00 hMartes y domingo: cerrado
